AsAhAdKsKh	AsAhAcKsKh	AsAhAdKsKd	AsAhAdKsKc
KdKc8s7s7c	KhKd8s7h7d	KhKd8s7h7c	KhKc8s7h7d
KhKc8s7h7c	KhKd8s7d7c	KhKc8s7d7c	KdKc8s7h7d
KdKc8s7h7c	KdKc8s7d7c	KhKd8h7s7h	KhKc8h7s7h
KhKd8h7s7d	KhKd8h7s7c	KhKc8h7s7d	KhKc8h7s7c
KhKd8d7s7h	KhKd8c7s7h	KhKc8d7s7h	KhKc8c7s7h
KhKd8d7s7d	KhKd8d7s7c	KhKd8c7s7d	KhKd8c7s7c
KhKc8d7s7d	KhKc8d7s7c	KhKc8c7s7d	KhKc8c7s7c
KdKc8h7s7h	KdKc8h7s7d	KdKc8h7s7c	KdKc8d7s7h
KdKc8c7s7h	KdKc8d7s7d	KdKc8d7s7c	KdKc8c7s7d
KdKc8c7s7c	KhKd8h7h7d	KhKd8h7h7c	KhKc8h7h7d
KhKc8h7h7c	KhKd8h7d7c	KhKc8h7d7c	KhKd8d7h7d
KhKd8d7h7c	KhKd8c7h7d	KhKd8c7h7c	KhKc8d7h7d
KhKc8d7h7c	KhKc8c7h7d	KhKc8c7h7c	KhKd8d7d7c
KhKd8c7d7c	KhKc8d7d7c	KhKc8c7d7c	KdKc8h7h7d
KdKc8h7h7c	KdKc8h7d7c	KdKc8d7h7d	KdKc8d7h7c
KdKc8c7h7d	KdKc8c7h7c	KdKc8d7d7c	KdKc8c7d7c
KsKh8s7s6s	KsKd8s7s6s	KsKc8s7s6s	KsKh8s7s6h
KsKh8s7s6d	KsKh8s7s6c	KsKd8s7s6h	KsKc8s7s6h
KsKd8s7s6d	KsKd8s7s6c	KsKc8s7s6d	KsKc8s7s6c
KsKh8s7h6s	KsKh8s7d6s	KsKh8s7c6s	KsKd8s7h6s
KsKc8s7h6s	KsKd8s7d6s	KsKd8s7c6s	KsKc8s7d6s
KsKc8s7c6s	KsKh8s7h6h	KsKh8s7h6d	KsKh8s7h6c
KsKh8s7d6h	KsKh8s7c6h	KsKh8s7d6d	KsKh8s7d6c
KsKh8s7c6d	KsKh8s7c6c	KsKd8s7h6h	KsKc8s7h6h
KsKd8s7h6d	KsKd8s7h6c	KsKc8s7h6d	KsKc8s7h6c
KsKd8s7d6h	KsKd8s7c6h	KsKc8s7d6h	KsKc8s7c6h
KsKd8s7d6d	KsKd8s7d6c	KsKd8s7c6d	KsKd8s7c6c
KsKc8s7d6d	KsKc8s7d6c	KsKc8s7c6d	KsKc8s7c6c
KsKh8h7s6s	KsKh8d7s6s	KsKh8c7s6s	KsKd8h7s6s
KsKc8h7s6s	KsKd8d7s6s	KsKd8c7s6s	KsKc8d7s6s
KsKc8c7s6s	KsKh8h7s6h	KsKh8h7s6d	KsKh8h7s6c
KsKh8d7s6h	KsKh8c7s6h	KsKh8d7s6d	KsKh8d7s6c
KsKh8c7s6d	KsKh8c7s6c	KsKd8h7s6h	KsKc8h7s6h
KsKd8h7s6d	KsKd8h7s6c	KsKc8h7s6d	KsKc8h7s6c
KsKd8d7s6h	KsKd8c7s6h	KsKc8d7s6h	KsKc8c7s6h
KsKd8d7s6d	KsKd8d7s6c	KsKd8c7s6d	KsKd8c7s6c
KsKc8d7s6d	KsKc8d7s6c	KsKc8c7s6d	KsKc8c7s6c
KsKh8h7h6s	KsKh8h7d6s	KsKh8h7c6s	KsKh8d7h6s
KsKh8c7h6s	KsKh8d7d6s	KsKh8d7c6s	KsKh8c7d6s
KsKh8c7c6s	KsKd8h7h6s	KsKc8h7h6s	KsKd8h7d6s
KsKd8h7c6s	KsKc8h7d6s	KsKc8h7c6s	KsKd8d7h6s
KsKd8c7h6s	KsKc8d7h6s	KsKc8c7h6s	KsKd8d7d6s
KsKd8d7c6s	KsKd8c7d6s	KsKd8c7c6s	KsKc8d7d6s
KsKc8d7c6s	KsKc8c7d6s	KsKc8c7c6s	KsKh8h7h6h
KsKh8h7h6d	KsKh8h7h6c	KsKh8h7d6h	KsKh8h7c6h
KsKh8h7d6d	KsKh8h7d6c	KsKh8h7c6d	KsKh8h7c6c
KsKh8d7h6h	KsKh8c7h6h	KsKh8d7h6d	KsKh8d7h6c
KsKh8c7h6d	KsKh8c7h6c	KsKh8d7d6h	KsKh8d7c6h
KsKh8c7d6h	KsKh8c7c6h	KsKh8d7d6c	KsKh8d7c6d
KsKh8d7c6c	KsKh8c7d6d	KsKh8c7d6c	KsKh8c7c6d
KsKd8h7h6d	KsKd8h7h6c	KsKc8h7h6d	KsKc8h7h6c
KsKd8h7d6h	KsKd8h7c6h	KsKc8h7d6h	KsKc8h7c6h
KsKd8h7d6d	KsKd8h7d6c	KsKd8h7c6d	KsKd8h7c6c
KsKc8h7d6d	KsKc8h7d6c	KsKc8h7c6d	KsKc8h7c6c
KsKd8d7h6h	KsKd8c7h6h	KsKc8d7h6h	KsKc8c7h6h
KsKd8d7h6d	KsKd8d7h6c	KsKd8c7h6d	KsKd8c7h6c
KsKc8d7h6d	KsKc8d7h6c	KsKc8c7h6d	KsKc8c7h6c
KsKd8d7d6h	KsKd8d7c6h	KsKd8c7d6h	KsKd8c7c6h
KsKc8d7d6h	KsKc8d7c6h	KsKc8c7d6h	KsKc8c7c6h
KsKd8d7d6d	KsKd8d7d6c	KsKd8d7c6d	KsKd8d7c6c
KsKd8c7d6d	KsKd8c7d6c	KsKd8c7c6d	KsKc8d7d6c
KsKc8d7c6d	KsKc8d7c6c	KsKc8c7d6d	KsKc8c7d6c
KsKc8c7c6d	KsKc8c7c6c	KhKd8s7s6h	KhKc8s7s6h
KhKd8s7s6d	KhKd8s7s6c	KhKc8s7s6d	KhKc8s7s6c
KdKc8s7s6h	KdKc8s7s6d	KdKc8s7s6c	KhKd8s7h6s
KhKc8s7h6s	KhKd8s7d6s	KhKd8s7c6s	KhKc8s7d6s
KhKc8s7c6s	KdKc8s7h6s	KdKc8s7d6s	KdKc8s7c6s
KhKd8s7h6h	KhKc8s7h6h	KhKd8s7h6d	KhKd8s7h6c
KhKc8s7h6d	KhKc8s7h6c	KhKd8s7d6h	KhKd8s7c6h
KhKc8s7d6h	KhKc8s7c6h	KhKd8s7d6d	KhKd8s7d6c
KhKd8s7c6d	KhKd8s7c6c	KhKc8s7d6d	KhKc8s7d6c
KhKc8s7c6d	KhKc8s7c6c	KdKc8s7h6h	KdKc8s7h6d
KdKc8s7h6c	KdKc8s7d6h	KdKc8s7c6h	KdKc8s7d6d
KdKc8s7d6c	KdKc8s7c6d	KdKc8s7c6c	KhKd8h7s6s
KhKc8h7s6s	KhKd8d7s6s	KhKd8c7s6s	KhKc8d7s6s
KhKc8c7s6s	KdKc8h7s6s	KdKc8d7s6s	KdKc8c7s6s
KhKd8h7s6h	KhKc8h7s6h	KhKd8h7s6d	KhKd8h7s6c
KhKc8h7s6d	KhKc8h7s6c	KhKd8d7s6h	KhKd8c7s6h
KhKc8d7s6h	KhKc8c7s6h	KhKd8d7s6d	KhKd8d7s6c
KhKd8c7s6d	KhKd8c7s6c	KhKc8d7s6d	KhKc8d7s6c
KhKc8c7s6d	KhKc8c7s6c	KdKc8h7s6h	KdKc8h7s6d
KdKc8h7s6c	KdKc8d7s6h	KdKc8c7s6h	KdKc8d7s6d
KdKc8d7s6c	KdKc8c7s6d	KdKc8c7s6c	KhKd8h7h6s
KhKc8h7h6s	KhKd8h7d6s	KhKd8h7c6s	KhKc8h7d6s
KhKc8h7c6s	KhKd8d7h6s	KhKd8c7h6s	KhKc8d7h6s
KhKc8c7h6s	KhKd8d7d6s	KhKd8d7c6s	KhKd8c7d6s
KhKd8c7c6s	KhKc8d7d6s	KhKc8d7c6s	KhKc8c7d6s
KhKc8c7c6s	KdKc8h7h6s	KdKc8h7d6s	KdKc8h7c6s
KdKc8d7h6s	KdKc8c7h6s	KdKc8d7d6s	KdKc8d7c6s
KdKc8c7d6s	KdKc8c7c6s	KhKd8h7h6h	KhKc8h7h6h
KhKd8h7h6d	KhKd8h7h6c	KhKc8h7h6d	KhKc8h7h6c
KhKd8h7d6h	KhKd8h7c6h	KhKc8h7d6h	KhKc8h7c6h
KhKd8h7d6d	KhKd8h7d6c	KhKd8h7c6d	KhKd8h7c6c
KhKc8h7d6d	KhKc8h7d6c	KhKc8h7c6d	KhKc8h7c6c
KhKd8d7h6h	KhKd8c7h6h	KhKc8d7h6h	KhKc8c7h6h
KhKd8d7h6d	KhKd8d7h6c	KhKd8c7h6d	KhKd8c7h6c
KhKc8d7h6d	KhKc8d7h6c	KhKc8c7h6d	KhKc8c7h6c
KhKd8d7d6h	KhKd8d7c6h	KhKd8c7d6h	KhKd8c7c6h
KhKc8d7d6h	KhKc8d7c6h	KhKc8c7d6h	KhKc8c7c6h
KhKd8d7d6d	KhKd8d7d6c	KhKd8d7c6d	KhKd8d7c6c
KhKd8c7d6d	KhKd8c7d6c	KhKd8c7c6d	KhKc8d7d6c
KhKc8d7c6d	KhKc8d7c6c	KhKc8c7d6d	KhKc8c7d6c
KhKc8c7c6d	KhKc8c7c6c	KdKc8h7h6d	KdKc8h7h6c
KdKc8h7d6h	KdKc8h7c6h	KdKc8h7d6d	KdKc8h7d6c
KdKc8h7c6d	KdKc8h7c6c	KdKc8d7h6h	KdKc8c7h6h
KdKc8d7h6d	KdKc8d7h6c	KdKc8c7h6d	KdKc8c7h6c
KdKc8d7d6h	KdKc8d7c6h	KdKc8c7d6h	KdKc8c7c6h
KdKc8d7d6d	KdKc8d7d6c	KdKc8d7c6d	KdKc8d7c6c
KdKc8c7d6d	KdKc8c7d6c	KdKc8c7c6d	KdKc8c7c6c
KsKh8s7s5h	KsKh8s7s5d	KsKh8s7s5c	KsKd8s7s5h
KsKc8s7s5h	KsKd8s7s5d	KsKd8s7s5c	KsKc8s7s5d
KsKc8s7s5c	KsKh8s7h5s	KsKh8s7d5s	KsKh8s7c5s
KsKd8s7h5s	KsKc8s7h5s	KsKd8s7d5s	KsKd8s7c5s
KsKc8s7d5s	KsKc8s7c5s	KsKh8s7h5h	KsKh8s7h5d
KsKh8s7h5c	KsKh8s7d5h	KsKh8s7c5h	KsKh8s7d5d
KsKh8s7d5c	KsKh8s7c5d	KsKh8s7c5c	KsKd8s7h5h
KsKc8s7h5h	KsKd8s7h5d	KsKd8s7h5c	KsKc8s7h5d
KsKc8s7h5c	KsKd8s7d5h	KsKd8s7c5h	KsKc8s7d5h
KsKc8s7c5h	KsKd8s7d5d	KsKd8s7d5c	KsKd8s7c5d
KsKd8s7c5c	KsKc8s7d5d	KsKc8s7d5c	KsKc8s7c5d
KsKc8s7c5c	KsKh8h7s5s	KsKh8d7s5s	KsKh8c7s5s
KsKd8h7s5s	KsKc8h7s5s	KsKd8d7s5s	KsKd8c7s5s
KsKc8d7s5s	KsKc8c7s5s	KsKh8h7s5h	KsKh8h7s5d
KsKh8h7s5c	KsKh8d7s5h	KsKh8c7s5h	KsKh8d7s5d
KsKh8d7s5c	KsKh8c7s5d	KsKh8c7s5c	KsKd8h7s5h
KsKc8h7s5h	KsKd8h7s5d	KsKd8h7s5c	KsKc8h7s5d
KsKc8h7s5c	KsKd8d7s5h	KsKd8c7s5h	KsKc8d7s5h
KsKc8c7s5h	KsKd8d7s5d	KsKd8d7s5c	KsKd8c7s5d
KsKd8c7s5c	KsKc8d7s5d	KsKc8d7s5c	KsKc8c7s5d
KsKc8c7s5c	KsKh8h7h5s	KsKh8h7d5s	KsKh8h7c5s
KsKh8d7h5s	KsKh8c7h5s	KsKh8d7d5s	KsKh8d7c5s
KsKh8c7d5s	KsKh8c7c5s	KsKd8h7h5s	KsKc8h7h5s
KsKd8h7d5s	KsKd8h7c5s	KsKc8h7d5s	KsKc8h7c5s
KsKd8d7h5s	KsKd8c7h5s	KsKc8d7h5s	KsKc8c7h5s
KsKd8d7d5s	KsKd8d7c5s	KsKd8c7d5s	KsKd8c7c5s
KsKc8d7d5s	KsKc8d7c5s	KsKc8c7d5s	KsKc8c7c5s
KsKh8h7h5d	KsKh8h7h5c	KsKh8h7d5h	KsKh8h7c5h
KsKh8h7d5d	KsKh8h7d5c	KsKh8h7c5d	KsKh8h7c5c
KsKh8d7h5h	KsKh8c7h5h	KsKh8d7h5d	KsKh8d7h5c
KsKh8c7h5d	KsKh8c7h5c	KsKh8d7d5h	KsKh8d7c5h
KsKh8c7d5h	KsKh8c7c5h	KsKd8h7h5d	KsKc8h7h5c
KsKd8h7d5h	KsKc8h7c5h	KsKd8h7d5d	KsKd8h7d5c
KsKd8h7c5d	KsKc8h7d5c	KsKc8h7c5d	KsKc8h7c5c
KsKd8d7h5h	KsKc8c7h5h	KsKd8d7h5d	KsKd8d7h5c
KsKd8c7h5d	KsKc8d7h5c	KsKc8c7h5d	KsKc8c7h5c
KsKd8d7d5h	KsKd8d7c5h	KsKd8c7d5h	KsKc8d7c5h
KsKc8c7d5h	KsKc8c7c5h	KsKd8d7d5c	KsKd8d7c5d
KsKd8d7c5c	KsKd8c7d5d	KsKd8c7d5c	KsKd8c7c5d
KsKc8d7d5c	KsKc8d7c5d	KsKc8d7c5c	KsKc8c7d5d
KsKc8c7d5c	KsKc8c7c5d	KhKd8s7s5h	KhKc8s7s5h
KhKd8s7s5d	KhKc8s7s5c	KdKc8s7s5d	KdKc8s7s5c
KhKd8s7h5s	KhKc8s7h5s	KhKd8s7d5s	KhKc8s7c5s
KdKc8s7d5s	KdKc8s7c5s	KhKd8s7h5h	KhKc8s7h5h
KhKd8s7h5d	KhKd8s7h5c	KhKc8s7h5d	KhKc8s7h5c
KhKd8s7d5h	KhKd8s7c5h	KhKc8s7d5h	KhKc8s7c5h
KhKd8s7d5d	KhKd8s7d5c	KhKd8s7c5d	KhKc8s7d5c
KhKc8s7c5d	KhKc8s7c5c	KdKc8s7h5d	KdKc8s7h5c
KdKc8s7d5h	KdKc8s7c5h	KdKc8s7d5d	KdKc8s7d5c
KdKc8s7c5d	KdKc8s7c5c	KhKd8h7s5s	KhKc8h7s5s
KhKd8d7s5s	KhKc8c7s5s	KdKc8d7s5s	KdKc8c7s5s
KhKd8h7s5h	KhKc8h7s5h	KhKd8h7s5d	KhKd8h7s5c
KhKc8h7s5d	KhKc8h7s5c	KhKd8d7s5h	KhKd8c7s5h
KhKc8d7s5h	KhKc8c7s5h	KhKd8d7s5d	KhKd8d7s5c
KhKd8c7s5d	KhKc8d7s5c	KhKc8c7s5d	KhKc8c7s5c
KdKc8h7s5d	KdKc8h7s5c	KdKc8d7s5h	KdKc8c7s5h
KdKc8d7s5d	KdKc8d7s5c	KdKc8c7s5d	KdKc8c7s5c
KhKd8h7h5s	KhKc8h7h5s	KhKd8h7d5s	KhKd8h7c5s
KhKc8h7d5s	KhKc8h7c5s	KhKd8d7h5s	KhKd8c7h5s
KhKc8d7h5s	KhKc8c7h5s	KhKd8d7d5s	KhKd8d7c5s
KhKd8c7d5s	KhKc8d7c5s	KhKc8c7d5s	KhKc8c7c5s
KdKc8h7d5s	KdKc8h7c5s	KdKc8d7h5s	KdKc8c7h5s
KdKc8d7d5s	KdKc8d7c5s	KdKc8c7d5s	KdKc8c7c5s
KhKd8h7h5d	KhKd8h7h5c	KhKc8h7h5d	KhKc8h7h5c
KhKd8h7d5h	KhKd8h7c5h	KhKc8h7d5h	KhKc8h7c5h
KhKd8h7d5d	KhKd8h7d5c	KhKd8h7c5d	KhKd8h7c5c
KhKc8h7d5d	KhKc8h7d5c	KhKc8h7c5d	KhKc8h7c5c
KhKd8d7h5h	KhKd8c7h5h	KhKc8d7h5h	KhKc8c7h5h
KhKd8d7h5d	KhKd8d7h5c	KhKd8c7h5d	KhKd8c7h5c
KhKc8d7h5d	KhKc8d7h5c	KhKc8c7h5d	KhKc8c7h5c
KhKd8d7d5h	KhKd8d7c5h	KhKd8c7d5h	KhKd8c7c5h
KhKc8d7d5h	KhKc8d7c5h	KhKc8c7d5h	KhKc8c7c5h
KhKd8d7d5c	KhKd8d7c5d	KhKd8d7c5c	KhKd8c7d5d
KhKd8c7d5c	KhKd8c7c5d	KhKc8d7d5c	KhKc8d7c5d
KhKc8d7c5c	KhKc8c7d5d	KhKc8c7d5c	KhKc8c7c5d
KdKc8h7h5d	KdKc8h7h5c	KdKc8h7d5h	KdKc8h7c5h
KdKc8h7d5d	KdKc8h7d5c	KdKc8h7c5d	KdKc8h7c5c
KdKc8d7h5h	KdKc8c7h5h	KdKc8d7h5d	KdKc8d7h5c
KdKc8c7h5d	KdKc8c7h5c	KdKc8d7d5h	KdKc8d7c5h
KdKc8c7d5h	KdKc8c7c5h	KdKc8d7d5c	KdKc8d7c5d
KdKc8d7c5c	KdKc8c7d5d	KdKc8c7d5c	KdKc8c7c5d
KsKh8s7s4h	KsKd8s7s4d	KsKc8s7s4c	KsKh8s7h4s
KsKd8s7d4s	KsKc8s7c4s	KsKh8s7h4h	KsKh8s7h4d
KsKh8s7h4c	KsKh8s7d4h	KsKh8s7c4h	KsKh8s7d4d
KsKh8s7d4c	KsKh8s7c4d	KsKh8s7c4c	KsKd8s7h4h
KsKc8s7h4h	KsKd8s7h4d	KsKd8s7h4c	KsKc8s7h4d
KsKc8s7h4c	KsKd8s7d4h	KsKd8s7c4h	KsKc8s7d4h
KsKc8s7c4h	KsKd8s7d4d	KsKd8s7d4c	KsKd8s7c4d
KsKd8s7c4c	KsKc8s7d4d	KsKc8s7d4c	KsKc8s7c4d
KsKc8s7c4c	KsKh8h7s4s	KsKd8d7s4s	KsKc8c7s4s
KsKh8h7s4h	KsKh8h7s4d	KsKh8h7s4c	KsKh8d7s4h
KsKh8c7s4h	KsKh8d7s4d	KsKh8d7s4c	KsKh8c7s4d
KsKh8c7s4c	KsKd8h7s4h	KsKc8h7s4h	KsKd8h7s4d
KsKd8h7s4c	KsKc8h7s4d	KsKc8h7s4c	KsKd8d7s4h
KsKd8c7s4h	KsKc8d7s4h	KsKc8c7s4h	KsKd8d7s4d
KsKd8d7s4c	KsKd8c7s4d	KsKd8c7s4c	KsKc8d7s4d
KsKc8d7s4c	KsKc8c7s4d	KsKc8c7s4c	KsKh8h7h4s
KsKh8h7d4s	KsKh8h7c4s	KsKh8d7h4s	KsKh8c7h4s
KsKh8d7d4s	KsKh8d7c4s	KsKh8c7d4s	KsKh8c7c4s
KsKd8h7h4s	KsKc8h7h4s	KsKd8h7d4s	KsKd8h7c4s
KsKc8h7d4s	KsKc8h7c4s	KsKd8d7h4s	KsKd8c7h4s
KsKc8d7h4s	KsKc8c7h4s	KsKd8d7d4s	KsKd8d7c4s
KsKd8c7d4s	KsKd8c7c4s	KsKc8d7d4s	KsKc8d7c4s
KsKc8c7d4s	KsKc8c7c4s	KsKh8h7d4d	KsKh8h7d4c
KsKh8h7c4d	KsKh8h7c4c	KsKh8d7h4d	KsKh8d7h4c
KsKh8c7h4d	KsKh8c7h4c	KsKh8d7d4h	KsKh8d7c4h
KsKh8c7d4h	KsKh8c7c4h	KsKd8h7h4d	KsKc8h7h4c
KsKd8h7d4h	KsKc8h7c4h	KsKd8h7d4c	KsKd8h7c4d
KsKc8h7d4c	KsKc8h7c4d	KsKd8d7h4h	KsKc8c7h4h
KsKd8d7h4c	KsKd8c7h4d	KsKc8d7h4c	KsKc8c7h4d
KsKd8d7c4h	KsKd8c7d4h	KsKc8d7c4h	KsKc8c7d4h
KsKd8d7c4c	KsKd8c7d4c	KsKd8c7c4d	KsKc8d7d4c
KsKc8d7c4d	KsKc8c7d4d	KhKd8s7s4h	KhKc8s7s4h
KhKd8s7s4d	KhKc8s7s4c	KdKc8s7s4d	KdKc8s7s4c
KhKd8s7h4s	KhKc8s7h4s	KhKd8s7d4s	KhKc8s7c4s
KdKc8s7d4s	KdKc8s7c4s	KhKd8s7h4d	KhKd8s7h4c
KhKc8s7h4d	KhKc8s7h4c	KhKd8s7d4h	KhKd8s7c4h
KhKc8s7d4h	KhKc8s7c4h	KhKd8s7d4c	KhKd8s7c4d
KhKc8s7d4c	KhKc8s7c4d	KdKc8s7h4d	KdKc8s7h4c
KdKc8s7d4h	KdKc8s7c4h	KdKc8s7d4c	KdKc8s7c4d
KhKd8h7s4s	KhKc8h7s4s	KhKd8d7s4s	KhKc8c7s4s
KdKc8d7s4s	KdKc8c7s4s	KhKd8h7s4d	KhKd8h7s4c
KhKc8h7s4d	KhKc8h7s4c	KhKd8d7s4h	KhKd8c7s4h
KhKc8d7s4h	KhKc8c7s4h	KhKd8d7s4c	KhKd8c7s4d
KhKc8d7s4c	KhKc8c7s4d	KdKc8h7s4d	KdKc8h7s4c
KdKc8d7s4h	KdKc8c7s4h	KdKc8d7s4c	KdKc8c7s4d
KhKd8h7d4s	KhKd8h7c4s	KhKc8h7d4s	KhKc8h7c4s
KhKd8d7h4s	KhKd8c7h4s	KhKc8d7h4s	KhKc8c7h4s
KhKd8d7c4s	KhKd8c7d4s	KhKc8d7c4s	KhKc8c7d4s
KdKc8h7d4s	KdKc8h7c4s	KdKc8d7h4s	KdKc8c7h4s
KdKc8d7c4s	KdKc8c7d4s	KhKd8h7h4d	KhKc8h7h4c
KhKd8h7d4h	KhKc8h7c4h	KhKd8h7d4d	KhKd8h7d4c
KhKd8h7c4d	KhKd8h7c4c	KhKc8h7d4d	KhKc8h7d4c
KhKc8h7c4d	KhKc8h7c4c	KhKd8d7h4h	KhKc8c7h4h
KhKd8d7h4d	KhKd8d7h4c	KhKd8c7h4d	KhKd8c7h4c
KhKc8d7h4d	KhKc8d7h4c	KhKc8c7h4d	KhKc8c7h4c
KhKd8d7d4h	KhKd8d7c4h	KhKd8c7d4h	KhKd8c7c4h
KhKc8d7d4h	KhKc8d7c4h	KhKc8c7d4h	KhKc8c7c4h
KhKd8d7c4c	KhKd8c7d4c	KhKd8c7c4d	KhKc8d7d4c
KhKc8d7c4d	KhKc8c7d4d	KdKc8h7h4d	KdKc8h7h4c
KdKc8h7d4h	KdKc8h7c4h	KdKc8h7d4c	KdKc8h7c4d
KdKc8d7h4h	KdKc8c7h4h	KdKc8d7h4c	KdKc8c7h4d
KdKc8d7c4h	KdKc8c7d4h	KdKc8d7d4c	KdKc8d7c4d
KdKc8d7c4c	KdKc8c7d4d	KdKc8c7d4c	KdKc8c7c4d
KsKh8s7s3h	KsKd8s7s3d	KsKc8s7s3c	KsKh8s7h3s
KsKd8s7d3s	KsKc8s7c3s	KsKh8s7h3h	KsKh8s7h3d
KsKh8s7h3c	KsKh8s7d3h	KsKh8s7c3h	KsKh8s7d3d
KsKh8s7c3c	KsKd8s7h3h	KsKc8s7h3h	KsKd8s7h3d
KsKc8s7h3c	KsKd8s7d3h	KsKc8s7c3h	KsKd8s7d3d
KsKd8s7d3c	KsKd8s7c3d	KsKd8s7c3c	KsKc8s7d3d
KsKc8s7d3c	KsKc8s7c3d	KsKc8s7c3c	KsKh8h7s3s
KsKd8d7s3s	KsKc8c7s3s	KsKh8h7s3h	KsKh8h7s3d
KsKh8h7s3c	KsKh8d7s3h	KsKh8c7s3h	KsKh8d7s3d
KsKh8c7s3c	KsKd8h7s3h	KsKc8h7s3h	KsKd8h7s3d
KsKc8h7s3c	KsKd8d7s3h	KsKc8c7s3h	KsKd8d7s3d
KsKd8d7s3c	KsKd8c7s3d	KsKd8c7s3c	KsKc8d7s3d
KsKc8d7s3c	KsKc8c7s3d	KsKc8c7s3c	KsKh8h7h3s
KsKh8h7d3s	KsKh8h7c3s	KsKh8d7h3s	KsKh8c7h3s
KsKh8d7d3s	KsKh8c7c3s	KsKd8h7h3s	KsKc8h7h3s
KsKd8h7d3s	KsKc8h7c3s	KsKd8d7h3s	KsKc8c7h3s
KsKd8d7d3s	KsKd8d7c3s	KsKd8c7d3s	KsKd8c7c3s
KsKc8d7d3s	KsKc8d7c3s	KsKc8c7d3s	KsKc8c7c3s
KsKh8h7d3d	KsKh8h7c3c	KsKh8d7h3d	KsKh8c7h3c
KsKh8d7d3h	KsKh8c7c3h	KsKd8h7h3d	KsKc8h7h3c
KsKd8h7d3h	KsKc8h7c3h	KsKd8d7h3h	KsKc8c7h3h
KsKd8d7c3c	KsKd8c7d3c	KsKd8c7c3d	KsKc8d7d3c
KsKc8d7c3d	KsKc8c7d3d	KhKd8s7s3h	KhKc8s7s3h
KhKd8s7s3d	KhKc8s7s3c	KdKc8s7s3d	KdKc8s7s3c
KhKd8s7h3s	KhKc8s7h3s	KhKd8s7d3s	KhKc8s7c3s
KdKc8s7d3s	KdKc8s7c3s	KhKd8s7h3d	KhKc8s7h3c
KhKd8s7d3h	KhKc8s7c3h	KdKc8s7d3c	KdKc8s7c3d
KhKd8h7s3s	KhKc8h7s3s	KhKd8d7s3s	KhKc8c7s3s
KdKc8d7s3s	KdKc8c7s3s	KhKd8h7s3d	KhKc8h7s3c
KhKd8d7s3h	KhKc8c7s3h	KdKc8d7s3c	KdKc8c7s3d
KhKd8h7d3s	KhKc8h7c3s	KhKd8d7h3s	KhKc8c7h3s
KdKc8d7c3s	KdKc8c7d3s	KhKd8h7h3d	KhKc8h7h3c
KhKd8h7d3h	KhKc8h7c3h	KhKd8h7d3d	KhKd8h7d3c
KhKd8h7c3d	KhKd8h7c3c	KhKc8h7d3d	KhKc8h7d3c
KhKc8h7c3d	KhKc8h7c3c	KhKd8d7h3h	KhKc8c7h3h
KhKd8d7h3d	KhKd8d7h3c	KhKd8c7h3d	KhKd8c7h3c
KhKc8d7h3d	KhKc8d7h3c	KhKc8c7h3d	KhKc8c7h3c
KhKd8d7d3h	KhKd8d7c3h	KhKd8c7d3h	KhKd8c7c3h
KhKc8d7d3h	KhKc8d7c3h	KhKc8c7d3h	KhKc8c7c3h
KhKd8d7c3c	KhKd8c7d3c	KhKd8c7c3d	KhKc8d7d3c
KhKc8d7c3d	KhKc8c7d3d	KdKc8h7h3d	KdKc8h7h3c
KdKc8h7d3h	KdKc8h7c3h	KdKc8h7d3c	KdKc8h7c3d
KdKc8d7h3h	KdKc8c7h3h	KdKc8d7h3c	KdKc8c7h3d
KdKc8d7c3h	KdKc8c7d3h	KdKc8d7d3c	KdKc8d7c3d
KdKc8d7c3c	KdKc8c7d3d	KdKc8c7d3c	KdKc8c7c3d
KsKh8s7s2h	KsKd8s7s2d	KsKc8s7s2c	KsKh8s7h2s
KsKd8s7d2s	KsKc8s7c2s	KsKh8s7h2h	KsKh8s7h2d
KsKh8s7h2c	KsKh8s7d2h	KsKh8s7c2h	KsKh8s7d2d
KsKh8s7c2c	KsKd8s7h2h	KsKc8s7h2h	KsKd8s7h2d
KsKc8s7h2c	KsKd8s7d2h	KsKc8s7c2h	KsKd8s7d2d
KsKd8s7d2c	KsKd8s7c2d	KsKd8s7c2c	KsKc8s7d2d
KsKc8s7d2c	KsKc8s7c2d	KsKc8s7c2c	KsKh8h7s2s
KsKd8d7s2s	KsKc8c7s2s	KsKh8h7s2h	KsKh8h7s2d
KsKh8h7s2c	KsKh8d7s2h	KsKh8c7s2h	KsKh8d7s2d
KsKh8c7s2c	KsKd8h7s2h	KsKc8h7s2h	KsKd8h7s2d
KsKc8h7s2c	KsKd8d7s2h	KsKc8c7s2h	KsKd8d7s2d
KsKd8d7s2c	KsKd8c7s2d	KsKd8c7s2c	KsKc8d7s2d
KsKc8d7s2c	KsKc8c7s2d	KsKc8c7s2c	KsKh8h7h2s
KsKh8h7d2s	KsKh8h7c2s	KsKh8d7h2s	KsKh8c7h2s
KsKh8d7d2s	KsKh8c7c2s	KsKd8h7h2s	KsKc8h7h2s
KsKd8h7d2s	KsKc8h7c2s	KsKd8d7h2s	KsKc8c7h2s
KsKd8d7d2s	KsKd8d7c2s	KsKd8c7d2s	KsKd8c7c2s
KsKc8d7d2s	KsKc8d7c2s	KsKc8c7d2s	KsKc8c7c2s
KsKh8h7d2d	KsKh8h7c2c	KsKh8d7h2d	KsKh8c7h2c
